id,address_type,status,entity,adress,appartment,city,postal_code,country,notes,created_at,updated_at
740,Business,Active,Building,912 Basil Drive,19,Sussex,E4E,Canada,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",8/29/2016,12/16/2018
741,Billing,Active,Building,48 Killdeer Hill,51,Englewood,80150,United States,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,5/5/2016,12/31/2018
742,Shipping,Active,Building,7 Carberry Trail,8,Dos Quebradas,661008,Colombia,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,11/6/2016,6/1/2018
743,Billing,Active,Building,56 Granby Pass,61,Lachute,J8H,Canada,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",5/21/2017,6/16/2018
744,Home,Active,Building,7585 Tennyson Pass,47,Hidalgo,30625,Mexico,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,6/5/2016,9/30/2018
745,Business,Active,Customer,56 Banding Junction,68,Pijao,632067,Colombia,Phasellus in felis. Donec semper sapien a libero. Nam dui.,1/21/2018,1/10/2019
746,Home,Active,Building,97659 Sage Pass,24,San Isidro,35156,Mexico,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,10/14/2017,3/5/2019
747,Home,Active,Customer,73 Washington Park,73,Seattle,98140,United States,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",5/8/2018,4/23/2018
748,Business,Active,Building,2160 Butterfield Place,41,San Francisco,30103,Mexico,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",11/28/2018,11/15/2018
749,Shipping,Active,Building,68006 Little Fleur Terrace,27,Las Palmas,67710,Mexico,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",5/22/2016,2/12/2019
750,Home,Active,Customer,11214 Lunder Parkway,22,Macamic,V6N,Canada,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,3/31/2018,11/17/2018
751,Shipping,Inactive,Building,41868 Springs Point,24,La Palma,60433,Mexico,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",4/12/2017,2/4/2019
752,Billing,Active,Customer,4 Oneill Road,30,Hyattsville,20784,United States,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",9/7/2018,8/23/2018
753,Business,Active,Customer,11859 Lighthouse Bay Road,54,Swift Current,S9H,Canada,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",3/27/2018,10/14/2018
754,Home,Inactive,Customer,702 Ilene Place,65,Dallas,75277,United States,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",7/21/2017,9/27/2018
755,Billing,Active,Customer,8 Shopko Alley,55,Hearst,S4A,Canada,In congue. Etiam justo. Etiam pretium iaculis justo.,8/21/2018,3/3/2019
756,Shipping,Active,Building,1620 Fieldstone Way,20,El Paraiso,40050,Mexico,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",1/6/2019,1/4/2019
757,Home,Inactive,Building,84121 Browning Terrace,28,Greensboro,27499,United States,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",11/5/2017,9/17/2018
758,Home,Active,Customer,1 Melrose Lane,48,Langford,V9C,Canada,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,4/13/2016,7/9/2018
759,Business,Inactive,Building,3 Lawn Way,35,Giraldo,057047,Colombia,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",10/7/2018,4/15/2018
760,Business,Inactive,Customer,05 Loomis Point,6,Kirkland Lake,P2N,Canada,Fusce consequat. Nulla nisl. Nunc nisl.,9/5/2018,2/20/2019
761,Home,Active,Customer,37638 Grayhawk Plaza,52,Galapa,082007,Colombia,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,7/4/2016,5/17/2018
762,Home,Active,Customer,80489 Eagan Pass,12,Abejorral,055038,Colombia,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",10/4/2017,4/29/2018
763,Business,Active,Customer,6985 Forster Trail,95,Lazaro Cardenas,29755,Mexico,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",3/19/2018,11/13/2018
764,Shipping,Active,Customer,9 Golf Course Avenue,60,Parque Industrial,83553,Mexico,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",3/14/2016,6/12/2018
765,Business,Active,Customer,98224 Fulton Trail,22,Wichita,67210,United States,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",6/26/2017,1/17/2019
766,Billing,Active,Building,444 Steensland Way,63,Antioquia,051457,Colombia,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,7/24/2016,5/23/2018
767,Business,Active,Building,7 Vahlen Terrace,13,San Carlos,232517,Colombia,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",11/10/2018,7/9/2018
768,Billing,Active,Building,75589 Sunbrook Avenue,2,El Playón,687509,Colombia,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",8/14/2016,4/23/2018
769,Home,Active,Customer,6 Bluestem Parkway,36,Fort Worth,76121,United States,Phasellus in felis. Donec semper sapien a libero. Nam dui.,7/15/2017,10/25/2018
770,Shipping,Active,Customer,2 Main Court,75,María la Baja,131077,Colombia,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,5/3/2017,2/27/2019
771,Shipping,Active,Customer,80281 Norway Maple Drive,12,Warren,44485,United States,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,5/3/2017,4/10/2018
772,Business,Active,Customer,176 Ridgeview Park,8,Baltimore,21229,United States,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",7/26/2018,8/8/2018
773,Home,Active,Building,0955 Claremont Parkway,44,Sacramento,95852,United States,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,6/16/2018,9/6/2018
774,Business,Active,Building,3005 Summit Place,11,Pereira,660017,Colombia,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",9/18/2016,9/13/2018
775,Home,Active,Building,8 David Point,5,Villavicencio,500017,Colombia,Sed ante. Vivamus tortor. Duis mattis egestas metus.,2/3/2019,6/22/2018
776,Business,Active,Building,26 Fair Oaks Drive,12,Linares,522508,Colombia,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",8/26/2018,10/18/2018
777,Billing,Active,Customer,7 Fallview Place,91,Indianapolis,46202,United States,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",6/30/2016,10/22/2018
778,Home,Active,Building,1910 Kim Way,32,Ormstown,J0S,Canada,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",7/26/2018,9/29/2018
779,Home,Active,Customer,0721 Grasskamp Center,45,Saint Paul,55188,United States,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",10/27/2017,8/9/2018
780,Shipping,Active,Building,8872 Prairieview Terrace,82,Las Vegas,89193,United States,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,10/9/2016,10/18/2018
781,Shipping,Active,Building,9694 Clyde Gallagher Plaza,95,Grand Rapids,49510,United States,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",10/16/2018,8/19/2018
782,Home,Active,Building,4 4th Lane,15,Windsor,J1S,Canada,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",2/19/2017,4/12/2018
783,Shipping,Active,Customer,078 Harper Crossing,66,Florida,763568,Colombia,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",9/20/2017,3/17/2018
784,Shipping,Inactive,Building,77621 Melody Point,99,Notre-Dame-des-Prairies,K6V,Canada,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",7/3/2017,1/5/2019
785,Home,Active,Building,196 Magdeline Crossing,69,Iles,523068,Colombia,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",9/13/2018,3/30/2018
786,Shipping,Active,Customer,6022 Hooker Plaza,91,Charlotte,28263,United States,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,10/15/2016,1/18/2019
787,Billing,Active,Building,435 Arrowood Drive,64,Sabanalarga,855058,Colombia,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",9/3/2017,11/10/2018
788,Shipping,Active,Customer,9 Packers Avenue,52,Guadalupe,52107,Mexico,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",10/27/2018,3/9/2019
789,Shipping,Active,Customer,28623 Spohn Crossing,84,Hudson,J0N,Canada,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",1/31/2018,6/12/2018
790,Shipping,Active,Customer,78759 Carberry Avenue,6,Los Fresnos,88290,Mexico,In congue. Etiam justo. Etiam pretium iaculis justo.,7/11/2018,7/11/2018
791,Billing,Inactive,Building,1194 Troy Plaza,26,Olympia,98506,United States,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,2/7/2018,8/8/2018
792,Home,Inactive,Customer,30634 Barby Avenue,88,San Antonio,52060,Mexico,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,6/26/2016,6/23/2018
793,Home,Active,Customer,746 Mendota Circle,42,Farmington,48335,United States,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,11/9/2018,7/13/2018
794,Business,Active,Customer,98460 Derek Point,92,San Diego,92105,United States,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",9/19/2016,3/5/2018
795,Shipping,Active,Customer,95975 Del Mar Avenue,61,Mahates,131048,Colombia,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,11/13/2016,5/14/2018
796,Home,Active,Building,696 Tony Pass,94,Emiliano Zapata,96818,Mexico,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",7/21/2016,4/20/2018
797,Shipping,Active,Building,697 Sage Court,88,Cereté,230559,Colombia,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",6/10/2018,12/13/2018
798,Billing,Active,Customer,63166 Del Mar Pass,33,Hidalgo,31803,Mexico,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,12/31/2016,1/8/2019
799,Billing,Active,Building,79077 Lawn Avenue,52,Kitimat,V8C,Canada,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,2/25/2019,6/30/2018
800,Billing,Active,Customer,495 Cottonwood Center,74,Candelaria,111711,Colombia,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1/10/2017,8/20/2018
801,Home,Active,Customer,97 Mesta Parkway,85,San Antonio,78265,United States,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",4/1/2016,1/10/2019
802,Business,Inactive,Customer,5785 Pine View Crossing,67,Yopal,850009,Colombia,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,9/21/2017,8/27/2018
803,Billing,Active,Building,2 Duke Way,82,Fusagasuga,252219,Colombia,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,11/22/2017,11/6/2018
804,Business,Active,Building,63307 Caliangt Road,58,Chigorodó,057418,Colombia,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",3/16/2016,12/20/2018
805,Business,Active,Customer,8153 Redwing Crossing,49,North York,M3H,Canada,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",3/25/2016,8/21/2018
806,Home,Active,Building,27234 Ohio Crossing,87,Merritt,V1K,Canada,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",4/11/2018,7/2/2018
807,Shipping,Active,Building,2573 Sage Place,55,El Tambo,522068,Colombia,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",1/17/2017,9/19/2018
808,Business,Active,Building,97054 Crest Line Terrace,25,Tulsa,74116,United States,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,4/15/2017,4/11/2018
809,Shipping,Active,Customer,50 Burrows Junction,11,Buenavista,154848,Colombia,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",5/11/2018,6/20/2018
810,Home,Active,Building,402 Graedel Terrace,75,Roanoke,24048,United States,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",1/9/2017,1/23/2019
811,Shipping,Inactive,Building,85835 Thompson Place,97,Jacksonville,32244,United States,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,6/27/2017,12/10/2018
812,Business,Active,Customer,12082 Chinook Street,81,Sabaneta,055457,Colombia,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,12/25/2016,4/30/2018
813,Business,Active,Customer,20 Scott Lane,98,Lazaro Cardenas,40160,Mexico,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",7/13/2016,8/7/2018
814,Shipping,Active,Building,647 Sutherland Lane,25,Lacolle,E5A,Canada,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",10/6/2017,12/7/2018
815,Business,Active,Building,69 Luster Plaza,10,Guadalupe Victoria,30414,Mexico,Fusce consequat. Nulla nisl. Nunc nisl.,10/7/2018,2/26/2019
816,Home,Active,Customer,9439 Lien Parkway,17,Marietta,30061,United States,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,12/13/2018,6/23/2018
817,Billing,Active,Building,9 Toban Lane,23,Erie,16565,United States,Fusce consequat. Nulla nisl. Nunc nisl.,3/22/2018,10/6/2018
818,Shipping,Active,Customer,14 Warner Terrace,28,Kansas City,64130,United States,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,6/14/2018,7/15/2018
819,Shipping,Active,Customer,796 Fair Oaks Avenue,90,Winston Salem,27150,United States,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,1/21/2017,2/18/2019
820,Business,Active,Building,7 Magdeline Road,92,Roma,26834,Mexico,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",1/15/2017,10/22/2018
821,Business,Active,Building,60 Florence Trail,3,Woodstock,E7M,Canada,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,7/25/2016,8/13/2018
822,Shipping,Active,Building,179 Karstens Lane,31,Venustiano Carranza,30171,Mexico,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",6/25/2018,11/18/2018
823,Shipping,Active,Customer,39152 Spenser Trail,99,Brooklyn,11247,United States,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",5/9/2016,3/14/2018
824,Shipping,Active,Building,1918 Arkansas Street,100,Las Vegas,89110,United States,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",5/6/2016,12/9/2018
825,Home,Active,Building,76 Florence Plaza,8,Phoenix,85030,United States,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",11/12/2018,1/23/2019
826,Shipping,Active,Building,2 Hansons Lane,32,Lakeland,33811,United States,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,3/16/2018,1/19/2019
827,Shipping,Active,Building,1 Hansons Junction,33,Minnedosa,N3E,Canada,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,10/23/2016,11/5/2018
828,Shipping,Inactive,Building,4 Memorial Center,45,Bedford,J6W,Canada,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",7/30/2018,9/4/2018
829,Billing,Active,Building,2097 Everett Circle,75,Santa Rosa,95405,United States,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",5/21/2018,11/20/2018
830,Home,Active,Customer,1 Heffernan Road,32,Hidalgo,53580,Mexico,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,10/26/2018,10/2/2018
831,Home,Active,Building,253 Hintze Junction,53,Toledo,43615,United States,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,5/13/2016,12/9/2018
832,Home,Active,Building,061 Upham Park,67,Angus,J8Y,Canada,Fusce consequat. Nulla nisl. Nunc nisl.,2/13/2017,3/18/2018
833,Billing,Active,Customer,255 Chive Alley,4,Saint-Bruno-de-Montarville,J3V,Canada,Sed ante. Vivamus tortor. Duis mattis egestas metus.,10/17/2018,3/10/2019
834,Shipping,Active,Building,4 Heffernan Alley,85,Las Vegas,89155,United States,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",11/17/2016,4/14/2018
835,Shipping,Active,Building,4724 Russell Parkway,1,Albany,12210,United States,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",6/29/2016,8/19/2018
836,Billing,Active,Customer,603 Mandrake Way,3,Jackson,39282,United States,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,10/14/2018,8/17/2018
837,Home,Active,Customer,149 Grayhawk Pass,53,El Cerrito,763528,Colombia,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",7/12/2017,6/29/2018
838,Business,Active,Building,8212 Killdeer Center,48,Stratford,C1B,Canada,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",8/27/2016,8/7/2018
839,Home,Active,Building,834 Rutledge Point,18,Rimouski,G5N,Canada,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",2/12/2019,3/19/2018
840,Billing,Active,Customer,9279 Express Court,92,Rochester,14614,United States,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",10/11/2018,12/24/2018
841,Billing,Inactive,Customer,73508 Hoard Plaza,43,Tucson,85754,United States,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,10/3/2018,11/27/2018
842,Home,Active,Building,105 Northland Trail,91,Atlanta,30358,United States,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,11/28/2016,11/16/2018
843,Shipping,Inactive,Building,3803 Brickson Park Hill,96,Repentigny,J6V,Canada,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,5/24/2017,11/29/2018
844,Business,Active,Building,04063 Crescent Oaks Parkway,46,Keswick,L4P,Canada,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,1/16/2017,10/3/2018
845,Business,Active,Building,0190 Mcbride Court,95,Los Angeles,90094,United States,Phasellus in felis. Donec semper sapien a libero. Nam dui.,11/19/2017,6/12/2018
846,Shipping,Active,Customer,104 Anniversary Parkway,9,Bakersfield,93311,United States,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",8/2/2017,6/11/2018
847,Business,Active,Building,2 Cottonwood Terrace,25,Boucherville,J4B,Canada,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,6/2/2017,5/20/2018
848,Shipping,Active,Building,1 La Follette Hill,98,Chicago,60624,United States,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",6/7/2016,6/6/2018
849,Billing,Active,Building,0 Fremont Lane,34,Duncan,V9L,Canada,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,2/22/2018,10/10/2018
850,Billing,Active,Customer,8 Caliangt Plaza,65,Chicago,60614,United States,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",7/10/2018,8/12/2018
851,Shipping,Active,Customer,1 Almo Park,85,Columbus,31998,United States,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,7/18/2017,11/4/2018
852,Billing,Inactive,Building,780 Texas Park,22,Funza,250027,Colombia,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",10/2/2017,11/12/2018
853,Billing,Active,Building,726 Darwin Center,43,Dagua,760529,Colombia,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",6/24/2017,12/1/2018
854,Home,Active,Customer,7 Walton Court,60,Maceo,053467,Colombia,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,12/4/2016,2/11/2019
855,Home,Active,Customer,322 Drewry Alley,87,Jamaica,11470,United States,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",7/28/2018,9/6/2018
856,Business,Active,Building,7 Stang Street,15,Minneapolis,55417,United States,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,7/27/2017,2/12/2019
857,Business,Active,Customer,585 Tomscot Center,20,Barranca de Upía,501007,Colombia,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",6/3/2018,9/13/2018
858,Billing,Active,Building,9983 Boyd Alley,31,18 de Marzo,93294,Mexico,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",5/16/2018,10/7/2018
859,Business,Active,Customer,27486 Nelson Center,24,Oxbow,T9M,Canada,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",11/8/2018,4/27/2018
860,Billing,Active,Building,8105 Hoard Pass,95,Lazaro Cardenas,40977,Mexico,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,7/23/2016,3/26/2018
861,Billing,Active,Building,67407 Mcguire Alley,65,San Isidro,54730,Mexico,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",6/1/2016,4/18/2018
862,Business,Active,Building,14235 Dayton Terrace,54,Fort Worth,76178,United States,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",1/18/2018,5/3/2018
