id,created_at,updated_at,full_name,phone_number,email,business_name,building_type,quality,elevator_price,installation_price,number_elevator,total_price,number_appartment,number_floor,number_basement,number_parking_space,maximum_occupant_per_floor,hour_of_activity,number_of_elevators_cage,number_of_trade_market,number_of_distinct_business
471,6/6/2016,26/9/2018,Carena Mettrick,1263004636,cmettrickd2@mapquest.com,Linkbuzz,Residential,Excelium,8217,1991,22,12152,442,30,5,0,0,0,0,0,0
472,28/8/2017,5/6/2018,Chrystel Itzchaky,7167192898,citzchakyd3@cargocollective.com,Tambee,Hybrid,Premium,33059,3294,14,35464,422,53,0,0,0,0,0,0,0
473,30/7/2018,30/7/2018,Clarey Artingstall,7704489039,cartingstalld4@taobao.com,Meeveo,Hybrid,Excelium,9802,3349,7,41793,150,69,1,0,0,0,0,0,0
474,11/5/2018,11/7/2018,Mei Acres,3644337071,macresd5@ft.com,Twitterbeat,Residential,Excelium,2386,2889,2,33966,36,76,5,0,0,0,0,0,0
475,29/4/2018,26/1/2019,Isa Kimberly,4513184619,ikimberlyd6@wikispaces.com,Kwideo,Commercial,Premium,36953,502,31,27599,20,34,2,0,0,0,0,0,0
476,28/1/2017,27/5/2018,Claiborne Pagram,6383157778,cpagramd7@topsy.com,DabZ,Corporate,Standard,47935,1733,23,24742,352,28,1,0,0,0,0,0,0
477,26/5/2017,28/3/2018,Queenie Pagnin,9329393711,qpagnind8@cnet.com,Rhynoodle,Residential,Premium,32741,1711,39,6907,307,26,0,0,0,0,0,0,0
478,3/12/2016,18/9/2018,Jedidiah Ricciardi,7295272598,jricciardid9@godaddy.com,Gabspot,Hybrid,Standard,8291,3081,19,35012,484,44,5,0,0,0,0,0,0
479,6/7/2017,30/6/2018,Micaela Aliberti,4378351932,malibertida@jiathis.com,Skynoodle,Residential,Standard,2257,1433,50,24509,117,10,2,0,0,0,0,0,0
480,3/11/2018,6/5/2018,Debby Turnor,4198979151,dturnordb@slate.com,Thoughtmix,Residential,Standard,36339,3396,32,44579,385,74,0,0,0,0,0,0,0
481,27/5/2018,22/3/2018,George Lapslie,3856265870,glapsliedc@slate.com,Linktype,Residential,Standard,47433,1526,24,18084,254,47,0,0,0,0,0,0,0
482,4/9/2018,13/8/2018,Salvidor Locker,9969181528,slockerdd@people.com.cn,Pixope,Commercial,Excelium,32173,3221,18,12010,334,56,1,0,0,0,0,0,0
483,18/1/2019,23/2/2019,Barnie Candey,4542815835,bcandeyde@patch.com,Skyble,Corporate,Premium,20248,3329,38,25003,77,75,5,0,0,0,0,0,0
484,14/7/2016,3/5/2018,Alexandro Redmile,5029226185,aredmiledf@cocolog-nifty.com,Kanoodle,Commercial,Standard,17662,3851,29,34033,468,86,0,0,0,0,0,0,0
485,2/2/2017,19/12/2018,Lauraine Corcut,5193171137,lcorcutdg@paginegialle.it,Flashspan,Commercial,Standard,6438,1927,42,14647,39,66,3,0,0,0,0,0,0
486,27/5/2017,17/12/2018,Ki Fuke,9711231328,kfukedh@example.com,Lajo,Hybrid,Standard,42953,4103,2,15327,12,95,1,0,0,0,0,0,0
487,14/1/2019,28/1/2019,Pernell Spindler,4908918114,pspindlerdi@soup.io,Linkbuzz,Hybrid,Premium,37135,3427,5,36902,32,75,3,0,0,0,0,0,0
488,27/2/2019,16/1/2019,Aylmar Woodroff,2887475990,awoodroffdj@chronoengine.com,Feednation,Hybrid,Excelium,48335,1879,43,39089,474,80,2,0,0,0,0,0,0
489,30/4/2016,9/2/2019,Susanne Bolesma,2024286355,sbolesmadk@is.gd,Realmix,Commercial,Standard,23583,4957,13,27412,120,33,0,0,0,0,0,0,0
490,19/4/2016,30/4/2018,Andrea Lothean,9797222350,alotheandl@php.net,Flipbug,Commercial,Premium,9935,3283,19,8213,358,65,5,0,0,0,0,0,0
491,30/4/2016,13/2/2019,Ginny Methley,9075949450,gmethleydm@marketwatch.com,Roomm,Corporate,Standard,13324,760,48,5191,488,55,5,0,0,0,0,0,0
492,30/10/2018,12/6/2018,Genna Bumford,2647756112,gbumforddn@npr.org,Aibox,Residential,Standard,9462,2879,15,46867,386,69,2,0,0,0,0,0,0
493,7/5/2018,1/12/2018,Charisse Donnachie,9353976314,cdonnachiedo@cnbc.com,Skivee,Residential,Premium,48343,3632,12,28765,216,97,1,0,0,0,0,0,0
494,21/12/2017,7/7/2018,Larry Husband,2361288607,lhusbanddp@google.com.au,Blogspan,Commercial,Excelium,6757,3821,40,23808,183,22,4,0,0,0,0,0,0
495,24/7/2017,19/4/2018,Jimmy London,1635538853,jlondondq@ucoz.ru,Oba,Commercial,Standard,45729,2655,15,31128,185,41,2,0,0,0,0,0,0
496,27/5/2016,8/10/2018,Dot Henlon,1019709326,dhenlondr@google.nl,Flipbug,Hybrid,Excelium,18403,2255,16,43519,257,94,2,0,0,0,0,0,0
497,10/2/2018,25/4/2018,Robert Cleyne,6329818055,rcleyneds@icio.us,Cogilith,Corporate,Premium,38540,784,48,53424,180,29,1,0,0,0,0,0,0
498,25/10/2017,8/6/2018,Rebeka Clell,1957791171,rclelldt@census.gov,JumpXS,Hybrid,Standard,13924,1919,34,52346,172,81,2,0,0,0,0,0,0
499,4/6/2018,5/1/2019,Emmie Dimblebee,5075423270,edimblebeedu@microsoft.com,Fivespan,Residential,Excelium,46862,743,23,38853,375,65,3,0,0,0,0,0,0
500,10/8/2018,26/5/2018,Reuben Mayfield,4282869736,rmayfielddv@taobao.com,Realblab,Commercial,Standard,20591,1184,20,26325,344,39,2,0,0,0,0,0,0
