id,lead_id,address_id,admins_id,date_of_creation,business_name,full_name,phone_number,email,business_description,technical_ressource_phone_number,technical_ressource_email,created_at,updated_at
478,,478,156,29/3/2016,Aibox,Linnea Kentish,3184041896,lkentishd9@va.gov,Dont have time for this.,4652911356,lkentishd9@lycos.com,5/5/2017,3/2/2019
479,,479,214,23/12/2017,Eidel,Sebastian Drennan,8264156605,sdrennanda@netvibes.com,I dont know,7185471282,sdrennanda@cargocollective.com,7/10/2016,2/3/2019
480,,480,78,18/6/2018,Vinte,Inglebert Guenther,1924737532,iguentherdb@smh.com.au,Well...,1318719669,iguentherdb@nytimes.com,5/1/2018,2/25/2019
481,,481,49,2/9/2017,Buzzster,Alon Gudd,5065675719,agudddc@imgur.com,Good description says nothing,7058379948,agudddc@blogtalkradio.com,11/17/2016,2/16/2019
482,,482,41,1/9/2017,Oyondu,Cesaro Wrightim,6036175798,cwrightimdd@google.com.au,I dont know,1998392676,cwrightimdd@mapquest.com,10/23/2017,2/13/2019
483,,483,448,24/11/2017,Buzzdog,Netti Waldram,4939653504,nwaldramde@issuu.com,This is a beautiful description,6067223567,nwaldramde@tripod.com,2/19/2018,2/2/2019
484,,484,263,28/1/2018,Quaxo,Stephani Mapstone,6325427843,smapstonedf@soup.io,Dont have time for this.,2487745059,smapstonedf@issuu.com,8/12/2017,2/23/2019
485,,485,101,25/8/2016,Mydo,Ashli Shoard,3848322675,ashoarddg@digg.com,I dont know,9608180731,ashoarddg@patch.com,7/18/2017,3/1/2019
486,,486,266,17/4/2017,Tagtune,Claus Winspire,1095092437,cwinspiredh@sitemeter.com,Dont have time for this.,4186427822,cwinspiredh@gov.uk,2/1/2017,2/25/2019
487,,487,436,16/8/2017,Twitterwire,Vail Methven,6465110890,vmethvendi@blinklist.com,Not,5784760912,vmethvendi@twitter.com,10/13/2018,3/7/2019
488,,488,355,13/12/2017,Eidel,Patrick Kyteley,9846473356,pkyteleydj@admin.ch,Not,2604749100,pkyteleydj@goo.ne.jp,3/29/2016,2/17/2019
489,,489,179,27/2/2019,Yodoo,Tamiko Fashion,2591207415,tfashiondk@w3.org,Not,1551306235,tfashiondk@google.de,8/24/2016,2/27/2019
490,,490,69,13/8/2017,Dynabox,Barney Dollman,5372225175,bdollmandl@admin.ch,Dont have time for this.,6739066772,bdollmandl@statcounter.com,7/16/2018,2/10/2019
491,,491,182,19/10/2018,Photobug,Opaline Greatland,8819809785,ogreatlanddm@privacy.gov.au,This is a beautiful description,7231148609,ogreatlanddm@paginegialle.it,7/1/2017,3/8/2019
492,,492,442,5/12/2016,Oyoyo,Ofilia Pountain,4303399611,opountaindn@nps.gov,This is a beautiful description,9524140496,opountaindn@mozilla.org,11/16/2016,2/28/2019
493,,493,41,25/6/2016,Browsezoom,Krissy Tolerton,8297946149,ktolertondo@salon.com,Not,3035788067,ktolertondo@alibaba.com,4/23/2018,2/9/2019
494,,494,28,6/5/2018,Trilith,Lincoln Klauber,1588668069,lklauberdp@vk.com,Dont have time for this.,8965147117,lklauberdp@taobao.com,10/20/2017,3/4/2019
495,,495,438,12/4/2018,Jabberstorm,Pammi Jacklin,2586454607,pjacklindq@cisco.com,Good description says nothing,6182741801,pjacklindq@usgs.gov,4/13/2016,3/5/2019
496,,496,71,3/1/2017,Shufflebeat,Miner Macklin,9911347508,mmacklindr@tuttocitta.it,Not,8204030620,mmacklindr@seattletimes.com,8/26/2017,2/15/2019
497,,497,274,11/8/2018,Voonix,Ki Gallaher,4304483540,kgallaherds@google.com.au,Dont have time for this.,5868637690,kgallaherds@mit.edu,1/17/2018,2/25/2019
498,,498,463,7/7/2018,Yacero,Krystle Kreber,7046129270,kkreberdt@bigcartel.com,Well...,6299112400,kkreberdt@engadget.com,2/7/2018,3/12/2019
499,,499,107,2/1/2019,Quimm,Dorian Foulger,3974191979,dfoulgerdu@ucsd.edu,Well...,4572347617,dfoulgerdu@hibu.com,6/22/2016,2/5/2019
500,,500,452,6/6/2016,Jaxbean,Hilton Wicken,8321066761,hwickendv@list-manage.com,I dont know,1904248120,hwickendv@plala.or.jp,4/22/2017,2/15/2019
